Fiscal Year,Eff. Date,Job Code,Title,Union Code,SetID,Grade,Biweekly Min,Biweekly Max,Extended Range,Step 1,Step 2,Step 3,Step 4,Step 5,Step 6,Step 7,Step 8,Step 9,Step 10,Step 11,Step 12,Step 13,Step 14,Step 15,Step 16,Step 17,Step 18,Step 19,Step 20
FY12-13,2012/07/01,9382,Govrnmt/Publ Affairs Mgr,351,COMMN,7550,3633,4416,0,45.4125,47.6875,50.0750,52.5750,55.2000,,,,,,,,,,,,,,,
FY12-13,2012/07/01,9386,"Senior Property Manager, Port",021,COMMN,7545,3626,4407,0,45.3250,47.5875,49.9750,52.4625,55.0875,,,,,,,,,,,,,,,
FY12-13,2012/07/01,9393,Maritime Marketing Repr,021,COMMN,7465,3486,4238,0,43.5750,45.7625,48.0500,50.4500,52.9750,,,,,,,,,,,,,,,
FY12-13,2012/07/01,9395,"Property Manager, Port",021,COMMN,7240,3126,3799,0,39.0750,41.0250,43.0750,45.2250,47.4875,,,,,,,,,,,,,,,
FY12-13,2012/07/01,9399,Port Director,604,COMMN,9399W,9176,9176,0,114.7000,,,,,,,,,,,,,,,,,,,
FY12-13,2012/07/01,9504,Permit and Citation Clerk,790,SFMTA,6365,2038,2478,0,25.4750,26.7500,28.0875,29.5000,30.9750,,,,,,,,,,,,,,,
FY12-13,2012/07/01,9506,Snr Permit and Citation Clerk,790,SFMTA,6555,2236,2719,0,27.9500,29.3500,30.8250,32.3625,33.9875,,,,,,,,,,,,,,,
FY12-13,2012/07/01,9508,Prpl Permit and Citation Clerk,790,SFMTA,6730,2435,2960,0,30.4375,31.9625,33.5625,35.2375,37.0000,,,,,,,,,,,,,,,
FY12-13,2012/07/01,9520,Trans Safety Specialist,200,SFMTA,7450,3460,4206,0,43.2500,45.4125,47.6875,50.0750,52.5750,,,,,,,,,,,,,,,
FY12-13,2012/07/01,9530,"Labor Relations Rep,SFMTA",001,SFMTA,9530W,2732,3320,6,34.1500,35.8500,37.6500,39.5250,41.5000,43.5750,45.7625,48.0500,,,,,,,,,,,,
FY12-13,2012/07/01,9531,"Sr.Labor Relations Rep,SFMTA",001,SFMTA,9531W,3503,4258,6,43.7875,45.9875,48.2750,50.7000,53.2250,55.8875,58.6875,61.6125,,,,,,,,,,,,
FY12-13,2012/07/01,9702,Employment & Training Spec 1,535,COMMN,6400,2074,2521,0,25.9250,27.2250,28.5875,30.0125,31.5125,,,,,,,,,,,,,,,
FY12-13,2012/07/01,9703,Emp & Training Spec 2,535,COMMN,6720,2424,2946,0,30.3000,31.8125,33.4000,35.0750,36.8250,,,,,,,,,,,,,,,
FY12-13,2012/07/01,9704,Employment & Training Spec 3,535,COMMN,6770,2483,3018,0,31.0375,32.5875,34.2125,35.9250,37.7250,,,,,,,,,,,,,,,
FY12-13,2012/07/01,9705,Emp & Training Spec 4,535,COMMN,6970,2737,3327,0,34.2125,35.9250,37.7250,39.6125,41.5875,,,,,,,,,,,,,,,
FY12-13,2012/07/01,9706,Employment & Training Spec 5,535,COMMN,7170,3018,3668,0,37.7250,39.6125,41.5875,43.6625,45.8500,,,,,,,,,,,,,,,
FY12-13,2012/07/01,9708,Employment & Training Spec 6,535,COMMN,7520,3581,4352,0,44.7625,47.0000,49.3500,51.8125,54.4000,,,,,,,,,,,,,,,
FY12-13,2012/07/01,9722,Specialist in Aging 2,790,COMMN,6970,2737,3327,0,34.2125,35.9250,37.7250,39.6125,41.5875,,,,,,,,,,,,,,,
FY12-13,2012/07/01,9770,Community Development Asst,790,COMMN,6280,1955,2377,0,24.4375,25.6625,26.9500,28.3000,29.7125,,,,,,,,,,,,,,,
FY12-13,2012/07/01,9772,Community Development Spec,790,COMMN,6750,2459,2989,0,30.7375,32.2750,33.8875,35.5875,37.3625,,,,,,,,,,,,,,,
FY12-13,2012/07/01,9774,Sr. Community Devl Spc 1,790,COMMN,7050,2847,3460,0,35.5875,37.3625,39.2250,41.1875,43.2500,,,,,,,,,,,,,,,
FY12-13,2012/07/01,9775,Sr Community Dev Spec 2,790,COMMN,7400,3378,4106,0,42.2250,44.3375,46.5500,48.8750,51.3250,,,,,,,,,,,,,,,
FY12-13,2012/07/01,9910,Public Service Trainee,790,COMMN,0,0,0,0,0.0000,,,,,,,,,,,,,,,,,,,
FY12-13,2012/07/01,9912,Public Service Aide-Technical,790,COMMN,4780,952,1152,0,11.9000,12.4750,13.0875,13.7375,14.4000,,,,,,,,,,,,,,,
FY12-13,2012/07/01,9914,Public Service Aide-Admin,790,COMMN,9914W,1357,1357,0,16.9625,,,,,,,,,,,,,,,,,,,
FY12-13,2012/07/01,9916,Public Svc Aide-Public Works,001,COMMN,9916W,1039,1217,0,12.9875,13.3625,13.7750,14.1375,15.2125,,,,,,,,,,,,,,,
FY12-13,2012/07/01,9920,Publ Svc Aide-Asst to Prof,790,COMMN,9920W,1361,1361,0,17.0125,,,,,,,,,,,,,,,,,,,
FY12-13,2012/07/01,9922,PS Aide to Prof,790,COMMN,9922W,1489,1489,0,18.6125,,,,,,,,,,,,,,,,,,,
FY12-13,2012/07/01,9924,PS Aide Health Services,790,COMMN,9924W,1377,1377,0,17.2125,,,,,,,,,,,,,,,,,,,
FY12-13,2012/07/01,9989,Executive Contract Employee,990,COMMN,0,0,0,0,0.0000,,,,,,,,,,,,,,,,,,,
FY12-13,2012/07/01,AB44,"Cfdntal Chf Atty 2,(Cvl&Crmnl)",002,COMMN,8825,6769,8227,0,84.6125,88.8375,93.2750,97.9375,102.8375,,,,,,,,,,,,,,,
FY12-13,2012/07/01,AC35,Bd/Comm Secretary 3,001,COMMN,7310,3234,3931,0,40.4250,42.4500,44.5750,46.8000,49.1375,,,,,,,,,,,,,,,
FY12-13,2012/07/01,H  1,Fire Rescue Paramedic,793,COMMN,H1W00,3904,4749,0,48.8000,51.2625,53.8125,56.5125,59.3625,,,,,,,,,,,,,,,
FY12-13,2012/07/01,H  2,Firefighter,798,COMMN,H2W00,3082,4315,0,38.5250,46.6500,48.9500,51.3125,53.9375,,,,,,,,,,,,,,,
FY12-13,2012/07/01,H  3,EMT/Paramedic/Firefighter,798,COMMN,H3W00,2689,4986,0,33.6125,37.0125,40.7000,44.7875,49.2500,54.1875,62.3250,,,,,,,,,,,,,
FY12-13,2012/07/01,H  4,"Insp, Fire Dept",798,COMMN,H4W00,5172,5172,0,64.6500,,,,,,,,,,,,,,,,,,,
FY12-13,2012/07/01,H  6,"Invstgtor,Fire Dept",798,COMMN,H6W00,5172,5172,0,64.6500,,,,,,,,,,,,,,,,,,,
FY12-13,2012/07/01,H 10,Incident Support Specialist,798,COMMN,H10W0,4700,4700,0,58.7500,,,,,,,,,,,,,,,,,,,
FY12-13,2012/07/01,H 16,"Tech Trn Spc, Fire Dept",798,COMMN,H16W0,5013,5013,0,62.6625,,,,,,,,,,,,,,,,,,,
FY12-13,2012/07/01,H 18,Coord of Community Service,798,COMMN,H18W0,5013,5013,0,62.6625,,,,,,,,,,,,,,,,,,,
FY12-13,2012/07/01,H 20,"Lieutenant, Fire Suppression",798,COMMN,H20W0,5014,5014,0,62.6750,,,,,,,,,,,,,,,,,,,
FY12-13,2012/07/01,H 22,"Lieut,Fire Prev",798,COMMN,H22W0,5660,5660,0,70.7500,,,,,,,,,,,,,,,,,,,
FY12-13,2012/07/01,H 24,"Lieut,Fire Invstgtn",798,COMMN,H24W0,5660,5660,0,70.7500,,,,,,,,,,,,,,,,,,,
FY12-13,2012/07/01,H 28,"Lieut, Division of Training",798,COMMN,H28W0,5724,5724,0,71.5500,,,,,,,,,,,,,,,,,,,
FY12-13,2012/07/01,H 29,Special Services Officer,798,COMMN,H29W0,5724,5724,0,71.5500,,,,,,,,,,,,,,,,,,,
FY12-13,2012/07/01,H 30,"Captain, Fire Suppression",798,COMMN,H30W0,5725,5725,0,71.5625,,,,,,,,,,,,,,,,,,,
FY12-13,2012/07/01,H 32,"Capt,Fire Prev or Fire Invsgtn",798,COMMN,H32W0,6464,6464,0,80.8000,,,,,,,,,,,,,,,,,,,
FY12-13,2012/07/01,H 33,"Captain, Emergency Med Svcs",798,COMMN,H33W0,5725,5725,0,71.5625,,,,,,,,,,,,,,,,,,,
FY12-13,2012/07/01,H 39,"Captain, Division of Training",798,COMMN,H39W0,6870,6870,0,85.8750,,,,,,,,,,,,,,,,,,,
FY12-13,2012/07/01,H 40,"Battlion Chief, Fire Suppressi",799,COMMN,H40W0,6871,6871,0,85.8875,,,,,,,,,,,,,,,,,,,
FY12-13,2012/07/01,H 43,EMS Section Chief,799,COMMN,H43W0,6871,6871,0,85.8875,,,,,,,,,,,,,,,,,,,
FY12-13,2012/07/01,H 50,Asst Chf of Dept (Fire Dept),799,COMMN,H50W0,7942,7942,0,99.2750,,,,,,,,,,,,,,,,,,,
FY12-13,2012/07/01,H 51,Assistant Deputy Chief 2,352,COMMN,H51W0,8861,8861,0,110.7625,,,,,,,,,,,,,,,,,,,
FY12-13,2012/07/01,H 53,Emergency Medical Svcs Chief,352,COMMN,H53W0,8861,8861,0,110.7625,,,,,,,,,,,,,,,,,,,
FY12-13,2012/07/01,H110,Marine Engineer of Fire Boats,799,COMMN,H110W,5725,5725,0,71.5625,,,,,,,,,,,,,,,,,,,
FY12-13,2012/07/01,H120,Pilot of Fire Boats,799,COMMN,H120W,5725,5725,0,71.5625,,,,,,,,,,,,,,,,,,,
FY12-13,2012/07/01,P103,Special Nurse,791,COMMN,P103W,5019,6594,0,62.7375,64.7375,66.7375,68.6375,70.7875,72.9750,75.2250,77.5625,79.9875,82.4250,,,,,,,,,,
FY12-13,2012/07/01,Q  2,Police Officer,911,COMMN,Q2W00,3417,4314,0,42.7125,46.5625,48.8875,51.2625,53.9250,,,,,,,,,,,,,,,
FY12-13,2012/07/01,Q  3,Police Officer 2,911,COMMN,Q3W00,3553,4484,0,44.4125,48.4500,50.8625,53.3375,56.0500,,,,,,,,,,,,,,,
FY12-13,2012/07/01,Q  4,Police Officer 3,911,COMMN,Q4W00,3626,4573,0,45.3250,49.3875,51.8125,54.3250,57.1625,,,,,,,,,,,,,,,
FY12-13,2012/07/01,Q 35,Assistant Inspector,911,COMMN,Q35W0,5010,5010,0,62.6250,,,,,,,,,,,,,,,,,,,
FY12-13,2012/07/01,Q 36,Assistant Inspector 2,911,COMMN,Q36W0,5212,5212,0,65.1500,,,,,,,,,,,,,,,,,,,
FY12-13,2012/07/01,Q 37,Assistant Inspector 3,911,COMMN,Q37W0,5307,5307,0,66.3375,,,,,,,,,,,,,,,,,,,
FY12-13,2012/07/01,Q 50,"Sergeant, (Police Department)",911,COMMN,Q50W0,5010,5010,0,62.6250,,,,,,,,,,,,,,,,,,,
FY12-13,2012/07/01,Q 51,Sergeant 2,911,COMMN,Q51W0,5212,5212,0,65.1500,,,,,,,,,,,,,,,,,,,
FY12-13,2012/07/01,Q 52,Sergeant 3,911,COMMN,Q52W0,5307,5307,0,66.3375,,,,,,,,,,,,,,,,,,,
FY12-13,2012/07/01,Q 60,Lieutenant (Police Department),911,COMMN,Q60W0,5721,5721,0,71.5125,,,,,,,,,,,,,,,,,,,
FY12-13,2012/07/01,Q 61,Lieutenant 2,911,COMMN,Q61W0,5950,5950,0,74.3750,,,,,,,,,,,,,,,,,,,
FY12-13,2012/07/01,Q 62,Lieutenant 3,911,COMMN,Q62W0,6062,6062,0,75.7750,,,,,,,,,,,,,,,,,,,
FY12-13,2012/07/01,Q 63,Director of Forensic Services,353,COMMN,Q63W0,6707,6707,0,83.8375,,,,,,,,,,,,,,,,,,,
FY12-13,2012/07/01,Q 80,Captain (Police Department),911,COMMN,Q80W0,7229,7229,0,90.3625,,,,,,,,,,,,,,,,,,,
FY12-13,2012/07/01,Q 81,Captain 2,911,COMMN,Q81W0,7518,7518,0,93.9750,,,,,,,,,,,,,,,,,,,
FY12-13,2012/07/01,Q 82,Captain 3,911,COMMN,Q82W0,7660,7660,0,95.7500,,,,,,,,,,,,,,,,,,,
FY12-13,2012/07/01,Q 90,Director of Police Psychology,911,COMMN,Q90W0,7119,7119,0,88.9875,,,,,,,,,,,,,,,,,,,
FY12-13,2012/07/01,R000,Exec Asst to Exec Dir (SFRA),RD5,COMMN,R000A,2999,3645,0,37.4875,39.3625,41.3375,43.4000,45.5625,,,,,,,,,,,,,,,
FY12-13,2012/07/01,R025,HousingConstructionSpec (SFRA),RD2,COMMN,R025A,3654,4442,0,45.6750,47.9625,50.3500,52.8750,55.5250,,,,,,,,,,,,,,,
FY12-13,2012/07/01,R030,Mgmt Asst III (SFRA),RD4,COMMN,6970,2737,3327,0,34.2125,35.9250,37.7250,39.6125,41.5875,,,,,,,,,,,,,,,
FY12-13,2012/07/01,R035,Mgmt Asst II (SFRA),RD4,COMMN,6690,2388,2902,0,29.8500,31.3375,32.9000,34.5500,36.2750,,,,,,,,,,,,,,,
FY12-13,2012/07/01,R045,Sr Development Spec Sup (SFRA),RD2,COMMN,7780,4067,4943,0,50.8375,53.3750,56.0500,58.8500,61.7875,,,,,,,,,,,,,,,
FY12-13,2012/07/01,R060,Dep Exec Dir (SFRA),RD5,COMMN,R060A,5163,6276,0,64.5375,67.7625,71.1625,74.7125,78.4500,,,,,,,,,,,,,,,
FY12-13,2012/07/01,R500,Executive Director (SFRA),RD5,COMMN,R500A,6386,7762,0,79.8250,83.8125,88.0000,92.4000,97.0250,,,,,,,,,,,,,,,
FY12-13,2012/07/01,R520,Agency General Counsel (SFRA),RD5,COMMN,R520A,5163,6276,0,64.5375,67.7625,71.1625,74.7125,78.4500,,,,,,,,,,,,,,,
FY12-13,2012/07/01,R525,Deputy General Counsel (SFRA),RD3,COMMN,R525A,4964,6033,0,62.0500,65.1500,68.4000,71.8250,75.4125,,,,,,,,,,,,,,,
FY12-13,2012/07/01,R535,DvlpmntServicesManager (SFRA),RD3,COMMN,7925,4362,5303,0,54.5250,57.2625,60.1250,63.1375,66.2875,,,,,,,,,,,,,,,
FY12-13,2012/07/01,R550,Sr Project Mgr (SFRA),RD3,COMMN,7900,4311,5241,0,53.8875,56.5875,59.4125,62.3875,65.5125,,,,,,,,,,,,,,,
FY12-13,2012/07/01,R555,Sr Project Mgr Sup (SFRA),RD3,COMMN,R555A,4238,5151,0,52.9750,55.6125,58.4000,61.3125,64.3875,,,,,,,,,,,,,,,
FY12-13,2012/07/01,R560,Admin Services Mgr (SFRA),RD3,COMMN,R560A,3672,4464,0,45.9000,48.2000,50.6125,53.1500,55.8000,,,,,,,,,,,,,,,
FY12-13,2012/07/01,R565,Sr Civil Engineer (SFRA),RD1,COMMN,8055,4650,5652,0,58.1250,61.0250,64.0750,67.2875,70.6500,,,,,,,,,,,,,,,
FY12-13,2012/07/01,R580,Sr Attorney (SFRA),RD2,COMMN,R580A,4281,5202,0,53.5125,56.1750,58.9875,61.9375,65.0250,,,,,,,,,,,,,,,
FY12-13,2012/07/01,R585,ContractComplianceSup (SFRA),RD3,COMMN,R585A,3745,4552,0,46.8125,49.1500,51.6125,54.2000,56.9000,,,,,,,,,,,,,,,
FY12-13,2012/07/01,R586,Contract Comp Spec III (SFRA),RD2,COMMN,7670,3851,4681,0,48.1375,50.5500,53.0750,55.7250,58.5125,,,,,,,,,,,,,,,
FY12-13,2012/07/01,R590,Project Mgr (SFRA),RD3,COMMN,7600,3724,4527,0,46.5500,48.8750,51.3250,53.8875,56.5875,,,,,,,,,,,,,,,
FY12-13,2012/07/01,R595,Sr Dvlpmnt Spec (SFRA),RD2,COMMN,R595A,3654,4442,0,45.6750,47.9625,50.3500,52.8750,55.5250,,,,,,,,,,,,,,,
FY12-13,2012/07/01,R615,Dvlpmnt Spec (SFRA),RD2,COMMN,7475,3503,4258,0,43.7875,45.9875,48.2750,50.7000,53.2250,,,,,,,,,,,,,,,
FY12-13,2012/07/01,R625,Info Sys Supervisor (SFRA),RD3,COMMN,R625A,3859,4690,0,48.2375,50.6500,53.1625,55.8375,58.6250,,,,,,,,,,,,,,,
FY12-13,2012/07/01,R630,Sr Financial Analyst (SFRA),RD2,COMMN,7660,3836,4662,0,47.9500,50.3500,52.8625,55.5000,58.2750,,,,,,,,,,,,,,,
FY12-13,2012/07/01,R635,Architect (SFRA),RD1,COMMN,7755,4017,4882,0,50.2125,52.7250,55.3500,58.1250,61.0250,,,,,,,,,,,,,,,
FY12-13,2012/07/01,R640,ContractComplnceSpecII (SFRA),RD2,COMMN,7115,2940,3574,0,36.7500,38.5875,40.5125,42.5375,44.6750,,,,,,,,,,,,,,,
FY12-13,2012/07/01,R655,Sr Planner (SFRA),RD4,COMMN,R655A,4231,4231,0,52.8900,,,,,,,,,,,,,,,,,,,
FY12-13,2012/07/01,R670,Financial Sys Acctnt (SFRA),RD2,COMMN,7395,3369,4094,0,42.1125,44.2125,46.4250,48.7375,51.1750,,,,,,,,,,,,,,,
FY12-13,2012/07/01,R695,Accountant III (SFRA),RD4,COMMN,7095,2910,3537,0,36.3750,38.2000,40.1000,42.1125,44.2125,,,,,,,,,,,,,,,
FY12-13,2012/07/01,R700,Architectural Associate (SFRA),RD1,COMMN,R700A,3151,3830,0,39.3875,41.3625,43.4250,45.5875,47.8750,,,,,,,,,,,,,,,
FY12-13,2012/07/01,R705,Asst Development Spec (SFRA),RD2,COMMN,7175,3027,3679,0,37.8375,39.7250,41.7125,43.7875,45.9875,,,,,,,,,,,,,,,
FY12-13,2012/07/01,R720,Sr Prog Analyst (SFRA),RD1,COMMN,7170,3018,3668,0,37.7250,39.6125,41.5875,43.6625,45.8500,,,,,,,,,,,,,,,
FY12-13,2012/07/01,R730,Associate Planner (SFRA),RD4,COMMN,7255,3147,3826,0,39.3375,41.3000,43.3750,45.5375,47.8250,,,,,,,,,,,,,,,
FY12-13,2012/07/01,R735,ContractComplainceSpecI (SFRA),RD4,COMMN,R735A,2672,3247,0,33.4000,35.0625,36.8125,38.6500,40.5875,,,,,,,,,,,,,,,
FY12-13,2012/07/01,R740,Harbormaster (SFRA),RD3,COMMN,7480,3513,4270,0,43.9125,46.1125,48.4125,50.8375,53.3750,,,,,,,,,,,,,,,
FY12-13,2012/07/01,R760,Sr Legal Secretary (SFRA),RD4,COMMN,R760A,2568,3121,0,32.1000,33.7000,35.3875,37.1625,39.0125,,,,,,,,,,,,,,,
FY12-13,2012/07/01,R770,Sr Community Svc Spec (SFRA),RD4,COMMN,R770A,2779,3378,0,34.7375,36.4750,38.3000,40.2250,42.2250,,,,,,,,,,,,,,,
FY12-13,2012/07/01,R790,Asst Harbormaster (SFRA),RD4,COMMN,R790A,2204,2678,0,27.5500,28.9250,30.3625,31.8875,33.4750,,,,,,,,,,,,,,,
FY12-13,2012/07/01,R800,Executive Secretary (SFRA),RD4,COMMN,R800A,2326,2828,0,29.0750,30.5250,32.0625,33.6625,35.3500,,,,,,,,,,,,,,,
FY12-13,2012/07/01,R803,Support Services Sup (SFRA),RD4,COMMN,R803A,2326,2828,0,29.0750,30.5250,32.0625,33.6625,35.3500,,,,,,,,,,,,,,,
FY12-13,2012/07/01,R810,Admin Secretary (SFRA),RD4,COMMN,R810A,2214,2692,0,27.6750,29.0625,30.5125,32.0375,33.6500,,,,,,,,,,,,,,,
FY12-13,2012/07/01,R820,Accountant I (SFRA),RD4,COMMN,6495,2172,2640,0,27.1500,28.5125,29.9375,31.4250,33.0000,,,,,,,,,,,,,,,
FY12-13,2012/07/01,R835,Facility Maint Worker (SFRA),RD4,COMMN,R835A,1730,2102,0,21.6250,22.7000,23.8375,25.0375,26.2750,,,,,,,,,,,,,,,
FY12-13,2012/07/01,R840,HarborAttendant (SFRA),RD4,COMMN,6215,1895,2303,0,23.6875,24.8750,26.1125,27.4250,28.7875,,,,,,,,,,,,,,,
FY12-13,2012/07/01,R855,Records Spec II (SFRA),RD4,COMMN,6190,1871,2274,0,23.3875,24.5625,25.7875,27.0750,28.4250,,,,,,,,,,,,,,,
FY12-13,2012/07/01,R860,Sr Office Asst (SFRA),RD4,COMMN,R860A,1863,2264,0,23.2875,24.4500,25.6625,26.9625,28.3000,,,,,,,,,,,,,,,
FY12-13,2012/07/01,R865,HarborOfficeAssistant (SFRA),RD4,COMMN,5955,1670,2028,0,20.8750,21.9000,23.0000,24.1500,25.3500,,,,,,,,,,,,,,,
FY12-13,2012/07/01,R880,Records Spec I (SFRA),RD4,COMMN,R880A,1688,2051,0,21.1000,22.1500,23.2500,24.4250,25.6375,,,,,,,,,,,,,,,
FY12-13,2012/07/01,R890,HarborSecurityOfficer (SFRA),RD4,COMMN,5790,1543,1871,0,19.2875,20.2250,21.2250,22.2750,23.3875,,,,,,,,,,,,,,,
FY12-13,2012/07/01,R895,Office Asst I (SFRA),RD4,COMMN,5875,1607,1951,0,20.0875,21.0750,22.1125,23.2250,24.3875,,,,,,,,,,,,,,,
FY12-13,2012/07/01,R930,Staff Associate V (SFRA),RD3,COMMN,7475,3503,4258,0,43.7875,45.9875,48.2750,50.7000,53.2250,,,,,,,,,,,,,,,
FY12-13,2012/07/01,R940,Property Mgmt Sup (SFRA),RD3,COMMN,R940A,3654,4442,0,45.6750,47.9625,50.3500,52.8750,55.5250,,,,,,,,,,,,,,,
FY12-13,2012/07/01,R965,HR Manager (SFRA),RD5,COMMN,R965A,4033,4902,0,50.4125,52.9375,55.5750,58.3750,61.2750,,,,,,,,,,,,,,,
FY12-13,2012/07/01,R970,Accounting Sup (SFRA),RD3,COMMN,7780,4067,4943,0,50.8375,53.3750,56.0500,58.8500,61.7875,,,,,,,,,,,,,,,
FY12-13,2012/07/01,R990,Asst Project Manager (SFRA),RD2,COMMN,7475,3503,4258,0,43.7875,45.9875,48.2750,50.7000,53.2250,,,,,,,,,,,,,,,
FY13-14,2014/01/04,6321,Permit Technician I,790,COMMN,5990,1698,2063,0,21.2250,22.2750,23.3875,24.5625,25.7875,,,,,,,,,,,,,,,
FY15-16,2015/10/10,7378,Tile Setter,007,SFMTA,6855,2589,3147,,32.3625,33.9875,35.6875,37.4625,39.3375,,,,,,,,,,,,,,,
FY15-16,2015/10/10,7395,Ornamental Iron Worker,377,SFMTA,6955,2719,3304,,33.9875,35.6875,37.4625,39.3375,41.3000,,,,,,,,,,,,,,,
FY13-14,2014/03/29,7212,Automotive Trnst Equip Sprv,351,SFMTA,8095,4739,5760,0,59.2375,62.2000,65.3125,68.5750,72.0000,,,,,,,,,,,,,,,
FY15-16,2015/07/01,2846,Nutritionist,021,SFMTA,7125,2953,3589,,36.9125,38.7625,40.7000,42.7250,44.8625,,,,,,,,,,,,,,,
FY14-15,2014/10/11,2998,"Rep, Comm Status of Women",790,SFMTA,7095,2910,3537,,36.3750,38.2000,40.1000,42.1125,44.2125,,,,,,,,,,,,,,,
FY13-14,2014/01/04,6242,Plumbing Inspector,038,SFMTA,7420,3410,4145,,42.6250,44.7625,47.0000,49.3500,51.8125,,,,,,,,,,,,,,,
FY15-16,2015/10/10,2915,Program Specialist Supervisor,535,SFMTA,7295,3208,3899,,40.1000,42.1125,44.2125,46.4250,48.7375,,,,,,,,,,,,,,,
FY14-15,2014/10/11,8132,DA Investigative Assist,021,COMMN,8132D,2309,2946,,28.8625,30.3000,31.8125,33.4000,35.0750,36.8250,,,,,,,,,,,,,,
FY13-14,2014/03/29,1404,Clerk,790,SFMTA,5935,1654,2009,,20.6750,21.7000,22.7875,23.9250,25.1125,,,,,,,,,,,,,,,
FY12-13,2012/07/01,1434,Shelter Service Representative,856,SFMTA,1434W,1658,2115,,20.7250,21.7500,22.8375,23.9750,25.1750,26.4375,,,,,,,,,,,,,,
FY12-13,2012/07/01,3438,Arborist Technician Supv II,001,SFMTA,7025,2813,3418,,35.1625,36.9125,38.7625,40.7000,42.7250,,,,,,,,,,,,,,,
FY14-15,2014/10/11,1237,Training Coordinator,351,COMMN,7340,3282,3989,,41.0250,43.0750,45.2250,47.4875,49.8625,,,,,,,,,,,,,,,
FY13-14,2014/03/29,8316,Assistant Counselor,790,COMMN,6180,1862,2264,0,23.2750,24.4375,25.6625,26.9500,28.3000,,,,,,,,,,,,,,,
FY14-15,2014/10/11,4366,Collection Supervisor,790,COMMN,6815,2539,3087,,31.7375,33.3250,35.0000,36.7500,38.5875,,,,,,,,,,,,,,,
FY14-15,2014/07/01,1435,Shelter Officer Supervisor,790,COMMN,6310,1985,2412,,24.8125,26.0500,27.3500,28.7125,30.1500,,,,,,,,,,,,,,,
FY13-14,2014/03/29,1280,Employee Relations Representat,001,COMMN,1280B,2813,3418,6,35.1625,36.9125,38.7625,40.7000,42.7250,44.8625,47.1125,49.4625,,,,,,,,,,,,
FY14-15,2014/10/11,1014,IS Technician-Supervisor,021,SFMTA,7125,2953,3589,,36.9125,38.7625,40.7000,42.7250,44.8625,,,,,,,,,,,,,,,
FY13-14,2014/03/29,7355,Truck Driver,216,COMMN,7355B,2387,3041,0,29.8375,32.0875,32.8625,34.4875,35.3250,38.0125,,,,,,,,,,,,,,
FY14-15,2014/10/11,9328,Apprentice Pile Worker I,034,COMMN,9328D,2116,2822,,26.4500,28.6625,30.8625,33.0625,35.2750,,,,,,,,,,,,,,,
FY14-15,2014/07/01,8186,Atty for the Public Admin,351,SFMTA,8240,5090,6187,,63.6250,66.8125,70.1500,73.6500,77.3375,,,,,,,,,,,,,,,
FY14-15,2014/10/11,7358,Pattern Maker,236,SFMTA,7060,2862,3479,,35.7750,37.5625,39.4375,41.4125,43.4875,,,,,,,,,,,,,,,
FY14-15,2014/10/11,9204,Airports Communications Sprv,790,COMMN,7250,3138,3815,,39.2250,41.1875,43.2500,45.4125,47.6875,,,,,,,,,,,,,,,
FY13-14,2014/01/04,7420,Bridgetender,039,SFMTA,7420A (SFMTA),2354,2354,,29.4250,,,,,,,,,,,,,,,,,,,
FY15-16,2015/07/01,8183,Assistant Chief Attorney 2,311,SFMTA,8855,6870,8350,,85.8750,90.1625,94.6750,99.4000,104.3750,,,,,,,,,,,,,,,
FY13-14,2013/07/01,1364,Special Assistant 5,021,COMMN,6305,1980,2407,0,24.7500,25.9875,27.2875,28.6500,30.0875,,,,,,,,,,,,,,,
FY15-16,2015/10/10,8138,Court Reporter,790,SFMTA,6675,2371,2882,,29.6375,31.1250,32.6750,34.3125,36.0250,,,,,,,,,,,,,,,
FY14-15,2014/10/11,9144,"Investigator,Taxi & AccessSvcs",001,SFMTA,7105,2926,3557,,36.5750,38.4000,40.3250,42.3375,44.4625,,,,,,,,,,,,,,,
FY13-14,2013/07/01,1063,IS Programmer Analyst-Senior,021,SFMTA,1063Y (SFMTA),2940,3703,,36.7500,37.7250,38.6625,39.9875,40.9500,41.9625,43.0125,44.0750,45.1625,46.2875,,,,,,,,,,
FY13-14,2014/01/04,6318,Construction Inspector,021,COMMN,7205,3072,3734,0,38.4000,40.3250,42.3375,44.4625,46.6750,,,,,,,,,,,,,,,
FY13-14,2014/01/04,5276,City Planning Intern,021,COMMN,6155,1840,2236,0,23.0000,24.1500,25.3500,26.6250,27.9500,,,,,,,,,,,,,,,
FY13-14,2013/07/01,8132,DA Investigative Assist,021,SFMTA,8132Y (SFMTA),2199,2806,,27.4875,28.8625,30.3000,31.8125,33.4000,35.0750,,,,,,,,,,,,,,
FY13-14,2013/07/01,4337,"Pr Investigator, Tax Collector",790,COMMN,7130,2960,3597,0,37.0000,38.8500,40.7875,42.8250,44.9625,,,,,,,,,,,,,,,
FY14-15,2014/10/11,6242,Plumbing Inspector,038,COMMN,7500,3547,4311,,44.3375,46.5500,48.8750,51.3250,53.8875,,,,,,,,,,,,,,,
FY14-15,2014/07/01,1936,Senior Storekeeper,790,COMMN,6250,1927,2342,,24.0875,25.2875,26.5500,27.8750,29.2750,,,,,,,,,,,,,,,
FY13-14,2014/01/04,4224,Pr Personal Property Auditor,021,COMMN,4224A,3520,4278,6,44.0000,46.2125,48.5125,50.9375,53.4750,54.8125,56.1500,57.5500,,,,,,,,,,,,
